'PLML',"[0.839215686274510,1,0.882352941176471]"
'PLMR',"[0.839215686274510,1,0.882352941176471]"
'PLNL',"[0.462745098039216,0.368627450980392,0.250980392156863]"
'PLNR',"[0.462745098039216,0.368627450980392,0.250980392156863]"
'PQR',"[1,0.992156862745098,0.329411764705882]"
'PVCL',"[0.494117647058824,0.964705882352941,0.890196078431373]"
'PVCR',"[0.494117647058824,0.964705882352941,0.890196078431373]"
'PVDL',"[0.443137254901961,0.741176470588235,0.780392156862745]"
'PVDR',"[0.443137254901961,0.741176470588235,0.780392156862745]"
'PVM',"[0.270588235294118,1,0.796078431372549]"
'PVNL',"[0.235294117647059,0.235294117647059,1]"
'PVNR',"[0.235294117647059,0.235294117647059,1]"
'PVPL',"[0.690196078431373,0.666666666666667,0.882352941176471]"
'PVPR',"[0.690196078431373,0.666666666666667,0.882352941176471]"
'PVQL',"[0.235294117647059,0.262745098039216,0.725490196078431]"
'PVQR',"[0.235294117647059,0.262745098039216,0.725490196078431]"
'PVR',"[0.603921568627451,0.854901960784314,0.337254901960784]"
'PVT',"[0.580392156862745,0.909803921568627,0.776470588235294]"
'PVWL',"[0,0,0]"
'PVWR',"[0,0,0]"
'RIAL',"[0.619607843137255,0.329411764705882,0.290196078431373]"
'RIAR',"[0.619607843137255,0.329411764705882,0.290196078431373]"
'RIBL',"[0.313725490196078,0.435294117647059,0.309803921568627]"
'RIBR',"[0.313725490196078,0.435294117647059,0.309803921568627]"
'RICL',"[0.376470588235294,0.333333333333333,0.619607843137255]"
'RICR',"[0.376470588235294,0.333333333333333,0.619607843137255]"
'RID',"[0,0,0]"
'RIFL',"[0,0,0]"
'RIFR',"[0,0,0]"
'RIGL',"[0.725490196078431,0.345098039215686,0.831372549019608]"
'RIGR',"[0.725490196078431,0.345098039215686,0.831372549019608]"
'RIH',"[0.360784313725490,0.552941176470588,0.584313725490196]"
'RIML',"[0.882352941176471,0.854901960784314,0.505882352941176]"
'RIMR',"[0.882352941176471,0.854901960784314,0.505882352941176]"
'RIPL',"[0,0,0]"
'RIPR',"[0,0,0]"
'RIR',"[0.372549019607843,0.301960784313725,0.615686274509804]"
'RIS',"[0.576470588235294,0.784313725490196,0.490196078431373]"
'RIVL',"[0.364705882352941,0.560784313725490,0.800000000000000]"
'RIVR',"[0.364705882352941,0.560784313725490,0.800000000000000]"
'RMDDL',"[0.929411764705882,0.372549019607843,0.317647058823529]"
'RMDDR',"[0.929411764705882,0.372549019607843,0.317647058823529]"
'RMDL',"[0.949019607843137,0.627450980392157,0.615686274509804]"
'RMDR',"[0.949019607843137,0.627450980392157,0.615686274509804]"
'RMDVL',"[0.937254901960784,0.490196078431373,0.298039215686275]"
'RMDVR',"[0.937254901960784,0.490196078431373,0.298039215686275]"
'RMED',"[0.231372549019608,0.266666666666667,0.843137254901961]"
'RMEL',"[0.580392156862745,0.443137254901961,0.968627450980392]"
'RMER',"[0.580392156862745,0.443137254901961,0.968627450980392]"
'RMEV',"[0.231372549019608,0.266666666666667,0.843137254901961]"
'RMFL',"[0.254901960784314,0.364705882352941,0.964705882352941]"
'RMFR',"[0.254901960784314,0.364705882352941,0.964705882352941]"
'RMGL',"[0,0,0]"
'RMGR',"[0,0,0]"
'RMHL',"[0,0,0]"
'RMHR',"[0,0,0]"
'SAADL',"[0.254901960784314,0.407843137254902,0.490196078431373]"
'SAADR',"[0.254901960784314,0.407843137254902,0.490196078431373]"
'SAAVL',"[0.294117647058824,0.482352941176471,0.498039215686275]"
'SAAVR',"[0.294117647058824,0.482352941176471,0.498039215686275]"
'SABD',"[0.223529411764706,0.776470588235294,0.207843137254902]"
'SABVL',"[0.223529411764706,0.776470588235294,0.207843137254902]"
'SABVR',"[0.223529411764706,0.776470588235294,0.207843137254902]"
'SDQL',"[0.611764705882353,0.968627450980392,0.250980392156863]"
'SDQR',"[0.549019607843137,0.662745098039216,0.333333333333333]"
'SIADL',"[0.239215686274510,0.278431372549020,0.898039215686275]"
'SIADR',"[0.239215686274510,0.278431372549020,0.898039215686275]"
'SIAVL',"[0.239215686274510,0.278431372549020,0.898039215686275]"
'SIAVR',"[0.239215686274510,0.278431372549020,0.898039215686275]"
'SIBDL',"[0,0,0]"
'SIBDR',"[0,0,0]"
'SIBVL',"[0,0,0]"
'SIBVR',"[0,0,0]"
'SMBDL',"[0.333333333333333,0.545098039215686,0.956862745098039]"
'SMBDR',"[0.333333333333333,0.545098039215686,0.956862745098039]"
'SMBVL',"[0.333333333333333,0.545098039215686,0.956862745098039]"
'SMBVR',"[0.333333333333333,0.545098039215686,0.956862745098039]"
'SMDDL',"[0.729411764705882,0.796078431372549,0.454901960784314]"
'SMDDR',"[0.729411764705882,0.796078431372549,0.454901960784314]"
'SMDVL',"[0.827450980392157,0.698039215686275,0.290196078431373]"
'SMDVR',"[0.827450980392157,0.698039215686275,0.290196078431373]"
'URADL',"[0.254901960784314,0.164705882352941,0.949019607843137]"
'URADR',"[0.254901960784314,0.164705882352941,0.949019607843137]"
'URAVL',"[0.254901960784314,0.164705882352941,0.949019607843137]"
'URAVR',"[0.254901960784314,0.164705882352941,0.949019607843137]"
'URBL',"[0.243137254901961,0.505882352941176,0.309803921568627]"
'URBR',"[0.243137254901961,0.505882352941176,0.309803921568627]"
'URXL',"[0.333333333333333,0.768627450980392,0.207843137254902]"
'URXR',"[0.333333333333333,0.768627450980392,0.207843137254902]"
'URYDL',"[0.470588235294118,0.588235294117647,0.945098039215686]"
'URYDR',"[0.470588235294118,0.588235294117647,0.945098039215686]"
'URYVL',"[0.470588235294118,0.588235294117647,0.945098039215686]"
'URYVR',"[0.470588235294118,0.588235294117647,0.945098039215686]"
'VA1',"[0.556862745098039,0.450980392156863,0.223529411764706]"
'VA10',"[1,0.662745098039216,0.403921568627451]"
'VA11',"[0.937254901960784,0.372549019607843,0.537254901960784]"
'VA12',"[0.980392156862745,0.380392156862745,0.447058823529412]"
'VA2',"[1,0.662745098039216,0.403921568627451]"
'VA3',"[1,0.662745098039216,0.403921568627451]"
'VA4',"[1,0.662745098039216,0.403921568627451]"
'VA5',"[1,0.662745098039216,0.403921568627451]"
'VA6',"[1,0.662745098039216,0.403921568627451]"
'VA7',"[1,0.662745098039216,0.403921568627451]"
'VA8',"[1,0.662745098039216,0.403921568627451]"
'VA9',"[1,0.662745098039216,0.403921568627451]"
'VB1',"[0.992156862745098,0.337254901960784,0.247058823529412]"
'VB10',"[1,0.682352941176471,0.952941176470588]"
'VB11',"[1,0.682352941176471,0.952941176470588]"
'VB2',"[0.776470588235294,0.345098039215686,0.643137254901961]"
'VB3',"[1,0.682352941176471,0.952941176470588]"
'VB4',"[1,0.682352941176471,0.952941176470588]"
'VB5',"[1,0.682352941176471,0.952941176470588]"
'VB6',"[1,0.682352941176471,0.952941176470588]"
'VB7',"[1,0.682352941176471,0.952941176470588]"
'VB8',"[1,0.682352941176471,0.952941176470588]"
'VB9',"[1,0.682352941176471,0.952941176470588]"
'VC1',"[0,0,0]"
'VC2',"[0,0,0]"
'VC3',"[0,0,0]"
'VC4',"[0,0,0]"
'VC5',"[0,0,0]"
'VC6',"[0,0,0]"
'VD1',"[0.274509803921569,0.317647058823529,0.984313725490196]"
'VD10',"[0.223529411764706,0.333333333333333,1]"
'VD11',"[0.223529411764706,0.333333333333333,1]"
'VD12',"[0.274509803921569,0.274509803921569,1]"
'VD13',"[0.274509803921569,0.274509803921569,1]"
'VD2',"[0.274509803921569,0.317647058823529,0.984313725490196]"
'VD3',"[0.223529411764706,0.333333333333333,1]"
'VD4',"[0.223529411764706,0.333333333333333,1]"
'VD5',"[0.223529411764706,0.333333333333333,1]"
'VD6',"[0.223529411764706,0.333333333333333,1]"
'VD7',"[0.223529411764706,0.333333333333333,1]"
'VD8',"[0.223529411764706,0.333333333333333,1]"
'VD9',"[0.223529411764706,0.333333333333333,1]"
